PODER;SECTOR;DEPARTAMENTO;PROVINCIA;DISTRITO;ENTIDAD;RUC
Poder Ejecutivo;Salud;CAJAMARCA;CHOTA;CHOTA;HOSPITAL JOSE HERNAN SOTO CADENILLAS ;20570610148
Poder Ejecutivo;Salud;LIMA;LIMA;SAN JUAN DE MIRAFLORES;HOSPITAL MARIA AUXILIADORA ;20162041291
Poder Ejecutivo;Salud;LIMA;LIMA;LIMA;HOSPITAL NACIONAL ARZOBISPO LOAYZA ;20154996991
Poder Ejecutivo;Salud;CALLAO;CALLAO;BELLAVISTA;HOSPITAL NACIONAL DANIEL ALCIDES CARRION ;20174943924
Poder Ejecutivo;Salud;LIMA;LIMA;LIMA;HOSPITAL NACIONAL DOCENTE MADRE NIÑO SAN BARTOLOME ;20137729751
Poder Ejecutivo;Salud;LIMA;LIMA;LIMA;HOSPITAL NACIONAL DOS DE MAYO ;20160388570
Poder Ejecutivo;Salud;LIMA;LIMA;LIMA;HOSPITAL NACIONAL GENERAL ;No identificado
Poder Ejecutivo;Salud;LIMA;LIMA;EL AGUSTINO;HOSPITAL NACIONAL HIPOLITO UNANUE ;20153219118
Poder Ejecutivo;Salud;LIMA;LIMA;COMAS;HOSPITAL NACIONAL SERGIO E. BERNALES ;20160588234
Poder Ejecutivo;Salud;LIMA;LIMA;MAGDALENA DEL MAR;HOSPITAL NACIONAL VICTOR LARCO HERRERA ;20159855938
Poder Ejecutivo;Salud;LAMBAYEQUE;CHICLAYO;CHICLAYO;HOSPITAL REGIONAL DOCENTE LAS MERCEDES ;20437274518
Poder Ejecutivo;Salud;ANCASH;SANTA;NUEVO CHIMBOTE;HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON ;20174675733
Poder Ejecutivo;Salud;HUANUCO;HUANUCO;HUANUCO;HOSPITAL REGIONAL HERMILIO VALDIZAN MEDRANO - HUANUCO ;20146038329
Poder Ejecutivo;Salud;TUMBES;TUMBES;TUMBES;HOSPITAL REGIONAL JOSE ALFREDO MENDOZA OLAVARRIA JAMO II-2 ;20409446303
Poder Ejecutivo;Salud;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;HOSPITAL REGIONAL ZACARIAS CORREA VALDIVIA DE HUANCAVELICA ;No identificado
Poder Ejecutivo;Salud;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;HOSPITAL SAN JOSE DEL CALLAO ;20380486351
Poder Ejecutivo;Salud;LIMA;LIMA;SAN JUAN DE LURIGANCHO;HOSPITAL SAN JUAN DE LURIGANCHO ;20512311122
Poder Ejecutivo;Salud;LIMA;LIMA;MAGDALENA VIEJA;HOSPITAL SANTA ROSA ;20171604355
Poder Ejecutivo;Salud;LIMA;LIMA;SAN ISIDRO;INSTITUTO DE DESARROLLO DE RECURSOS HUMANOS ;No identificado
Poder Ejecutivo;Salud;LIMA;LIMA;LIMA;INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS ;20131380012
Poder Ejecutivo;Salud;LIMA;LIMA;SURQUILLO;INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS ;20514964778
Poder Ejecutivo;Salud;LIMA;LIMA;LIMA;INSTITUTO NACIONAL DE OFTALMOLOGIA ;No identificado
Poder Ejecutivo;Salud;LIMA;LIMA;LIMA;INSTITUTO NACIONAL DE REHABILITACION ;No identificado
Poder Ejecutivo;Salud;LIMA;LIMA;JESUS MARIA;INSTITUTO NACIONAL DE SALUD ;20131263130
Poder Ejecutivo;Salud;LIMA;LIMA;BREÑA;INSTITUTO NACIONAL DE SALUD DEL NIÑO ;20131368403
Poder Ejecutivo;Salud;LIMA;LIMA;SAN BORJA;INSTITUTO NACIONAL DE SALUD DEL NIÑO - SAN BORJA ;20552196725
Poder Ejecutivo;Salud;LIMA;LIMA;SAN MARTIN DE PORRES;INSTITUTO NACIONAL DE SALUD MENTAL ;20131376414
Poder Ejecutivo;Salud;LIMA;LIMA;LIMA;INSTITUTO NACIONAL MATERNO PERINATAL ;20144329148
Poder Ejecutivo;Salud;LIMA;LIMA;JESUS MARIA;MINISTERIO DE SALUD ;20131373237
Poder Ejecutivo;Salud;LIMA;LIMA;SAN ISIDRO;PROGRAMA NACIONAL DE INVERSIONES EN SALUD - PRONIS ;20601765226
Poder Ejecutivo;Salud;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;RED ASISTENCIAL AYACUCHO ;No identificado
Poder Ejecutivo;Salud;APURIMAC;AYMARAES;CHALHUANCA;RED DE SALUD AYMARAES ;20491240157
Poder Ejecutivo;Salud;LIMA;LIMA;CHORRILLOS;RED DE SALUD BARRANCO CHORRILLOS SURCO ;20168708972
Poder Ejecutivo;Salud;HUANUCO;DOS DE MAYO;LA UNION;RED DE SALUD DE DOS DE MAYO - UNIDAD EJECUTORA 406 ;20573025009
Poder Ejecutivo;Salud;ANCASH;HUAYLAS;CARAZ;RED DE SALUD HUAYLAS NORTE ;20146925686
Poder Ejecutivo;Salud;HUANUCO;LEONCIO PRADO;RUPA-RUPA;RED DE SALUD LEONCIO PRADO ;20489252601
Poder Ejecutivo;Salud;LIMA;LIMA;PUENTE PIEDRA;RED DE SALUD LIMA NORTE IV ;20556082023
Poder Ejecutivo;Salud;LIMA;LIMA;SAN JUAN DE LURIGANCHO;RED DE SALUD SAN JUAN DE LURIGANCHO - MINSA ;20507970584
Poder Ejecutivo;Salud;LIMA;LIMA;INDEPENDENCIA;RED DE SALUD TUPAC AMARU ;20507945041
Poder Ejecutivo;Salud;LIMA;LIMA;VILLA EL SALVADOR;RED DE SALUD VILLA EL SALVADOR LURIN PACHACAMAC PUCUSANA ;20507884408
Poder Ejecutivo;Salud;LIMA;LIMA;LA VICTORIA;RED DESCONCENTRADA ALMENARA;No identificado
Poder Ejecutivo;Salud;LIMA;LIMA;JESUS MARIA;RED DESCONCENTRADA REBAGLIATI;No identificado
Poder Ejecutivo;Salud;CALLAO;CALLAO;BELLAVISTA;RED DESCONCENTRADA SABOGAL ;No identificado
Poder Ejecutivo;Salud;LIMA;HUAURA;HUACHO;RED HUACHO ;No identificado
Poder Ejecutivo;Salud;LIMA;LIMA;SAN MIGUEL;SEGURO INTEGRAL DE SALUD ;20505208626
Poder Ejecutivo;Salud;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;SEGURO SOCIAL DE SALUD DE HUANCAVELICA ;No identificado
Poder Ejecutivo;Salud;LIMA;LIMA;SANTIAGO DE SURCO;SUPERINTENDENCIA NACIONAL DE SALUD ;20600044975
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;0002 HERMANO ANSELMO MARIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;0003 NUESTRA SEÑORA DEL CARMEN;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;0014 ANDRES BELLO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;0035 NUESTRA SEÑORA DE LA VISITACION;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;0035 NUESTRA SEÑORA DE LA VISITACION;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;012 REPUBLICA DOMINICANA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;016 ALMIRANTE MIGUEL GRAU;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;022 REPUBLICA DE GUATEMALA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;025 NUESTRA SEÑORA DE LA INMACULADA CONCEPCION;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;0501 MONSEÑOR DAMASO LEBERGERE;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;072 SAN MARTIN DE PORRES;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;075 SANTA MARIA DE GUADALUPE;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;100 VIRGEN DE LA MERCED;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1003 REPUBLICA DE COLOMBIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1005 - JORGE CHAVEZ DARTNELL;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1008 VIRGEN DE LOURDES;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1014 REPUBLICA ORIENTAL DEL URUGUAY;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1015 REPUBLICA DE ITALIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1049 JUANA ALARCO DE DAMMERT;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1057 JOSE BAQUIJANO Y CARRILLO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1059 MARIA INMACULADA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1088 FRANCISCO BOLOGNESI;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;109 SAN JOSE;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1090 CRNL.FAP MARCO ANTONIO SCHENONE OLIVA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1090 CRNL.FAP.MARCO ANTONIO SCHENONE OLIVA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1094 JACARANDA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1098 CAP. FAP JOSE ABELARDO QUIÑONES;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1103 ELVIRA GARCIA Y GARCIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1105 LA SAGRADA FAMILIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1107 JAVIER PRADO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1111 JOSE ANTONIO ENCINAS;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1120 PEDRO A. LABARTHE;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1120 PEDRO ADOLFO LABARTHE EFFIO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1146 REPUBLICA DEL PARAGUAY;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1148 JUANA INFANTES VERA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1152-108 DOS DE MAYO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1153 REPUBLICA DE CANADA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1154 NUESTRA SEÑORA DEL CARMEN;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1157 JULIO CESAR TELLO ROJAS;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1163 JOSE MARIA ARGUEDAS ALTAMIRANO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;1166 LIBERTADOR SIMON BOLIVAR;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;122 EL EDEN;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;172 JOSE LUIS BUSTAMANTE Y RIVERO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;26 NIÑO JESUS DE ATOCHE;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;ABRAHAM ZEA CARREON;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;AGUSTINIANO SAN MARTIN DE PORRES;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;ANGELICA PALMA ROMAN;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CEB N° 1049 JUANA ALARCO DE DAMMERT;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CEBA ELVIRA GARCIA Y GARCIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CEBA MIGUEL GRAU;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CEBA N°1071 ALFONSO UGARTE;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CEBA TERESA GONZALEZ DE FANNING;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CEBA TUPAC AMARU;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CEBE N°06 REPUBLICA DOMINICANA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CEBE N°707 LAS PALOMITAS;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CENTRO EDUCATIVO PARROQUIAL MARIA DE LA PROVIDENCIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CENTRO EDUCATIVO PARROQUIAL SAN JOSE OBRERO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CENTRO PILOTO DE RECUPERACION PEDAGOGICA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LURIGANCHO;CENTRO VACACIONAL HUAMPANI ;20155140942
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CESAR A. VALLEJO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CETPRO ALMIRANTE MIGUEL GRAU;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CETPRO EL PORVENIR;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CETPRO FRANCISCO GARCIA CALDERON;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CETPRO MAGDALENA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CETPRO NUESTRA SEÑORA DE GUADALUPE;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CETPRO NUESTRA SEÑORA DEL CARMEN;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CETPRO PILOTO FEMENINO DE LIMA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CETPRO PROMAE BREÑA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CETPRO SANTA VICENTA MARIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CETPRO8VA DIVISION DE INFANTERIA;No identificado
Poder Ejecutivo;Educación;LAMBAYEQUE;CHICLAYO;PIMENTEL;COLEGIO MILITAR ELIAS AGUIRRE ;20167652108
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;COLEGIO PARROQUIAL SANTA ROSA DE LIMA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CONSERVATORIO NACIONAL DE MUSICA ;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CRISTO DE LA PAZ;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;CUNA JARDIN Nª 116 SAN PABLO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;DEPORTIVO EXPERIMENTAL CEDE JULIA SANCHEZ DEZA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;SAN BORJA;DIRECCION GENERAL DE TECNOLOGIAS EDUCATIVAS ;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;DIVINO NIÑO JESUS;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;SAN BORJA;EDUCACION PARA TODOS ;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;SAN BORJA;EDUCACION RURAL ;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;ESCUELA NACIONAL SUPERIOR DE ARTE DRAMATICO GUILLERMO UGARTE CHAMORRO ;20600739159
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;ESCUELA NACIONAL SUPERIOR DE FOLKLORE JOSE MARIA ARGUEDAS ;20174237388
Poder Ejecutivo;Educación;LIMA;LIMA;SAN BORJA;FONDO NACIONAL DE DESARROLLO DE LA EDUCACION PERUANA ;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;I.E DIEGO FERRE;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;I.E Nº 1027 REPUBLICA DE NICARAGUA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;I.E Nº 103 LUIS A. CABELLO HURTADO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;I.E. 1017  SEÑOR DE LOS MILAGROS;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;I.E. 1117 ANDRES AVELINO ARAMBURU;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;I.E. GABRIELA MISTRAL;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;I.E. N° 1006 MARISCAL ANDRES AVELINO CACERES;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;I.E. N° 1076 RABINDRANATH TAGORE;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;I.E. N° 1104 CORONEL FAP VICTOR MALDONADO BEGAZO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;I.E. N° 1160 JOSE FAUSTINO SANCHEZ CARRION;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;I.E. N° 117 RVDO. PADRE PASCUAL GONZALES;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;I.E. PARROQUIAL NUESTRA  SEÑORA DE LAS MERCEDES;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;I.E.E.MIGUEL GRAU;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;I.E.I HERMASIA PAGET;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;I.E.I. N° 0001 SAN JUDAS TADEO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;I.E.I. N° 126 VIRGEN DEL CARMEN;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;I.E.N° 1161;No identificado
Poder Ejecutivo;Educación;PIURA;HUANCABAMBA;CANCHAQUE;I.E.N° 14566 ;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IE 1086 JESUS REDENTOR;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IE EMBLEMATICA MARIANO MELGAR;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IE N° 030 SANTA TERESITA DEL DIVINO NIÑO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IE N° 24 ROSA IRENE INFANTE DE CANALES;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IE N°0004 MARIANO MELGAR;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IE. N° 1214 SEÑOR DE LOS MILAGROS;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IE.Nº 1032 REPUBLICA DEL BRASIL;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IEI 056 NUESTRA SEÑORA MARIA AUXILIADORA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IEI 106 JUAN RAGGIO CHICHIZOLA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IEI N° 059 ANDRES BELLO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IEI N°028 CUNA JARDIN RAMON CASTILLA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IEI N°091 SEÑOR DE LOS MILAGROS;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IEI-112;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IEI. N°19 EL PLANETA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IEP ANGELICA RECHARTE;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;CHORRILLOS;IESTP ANTENOR ORREOGO ESPINOZA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IESTP DISEÑO Y COMUNICACIONES;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IESTP EMILIA BARCIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;SAN JUAN DE MIRAFLORES;IESTP GILDA LILIANA BALLIVIAN ROSADO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;ATE;IESTP HUAYCAN;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LA VICTORIA;IESTP JOSE PARDO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;IESTP JUAN VELASCO ALVARADO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;SAN MARTIN DE PORRES;IESTP LUIS NEGREIROS VEGA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LURIN;IESTP LURIN;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IESTP MAGDA PORTAL CIENEGUILLA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;VILLA EL SALVADOR;IESTP MANUEL GONZALES PRADA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;IESTP MANUEL SEOANE CORRALES;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;SAN MIGUEL;IESTP MARIA ROSARIO ARAOZ PINTO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;CHACLACAYO;IESTP MISIONEROS MONFORTIANOS;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;INICIAL 0077 MANZANILLA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;INSTITUCION EDUCATIVA INICIAL  N° 050 LA SAGRADA FAMILIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;INSTITUCION EDUCATIVA INICIAL N° 04 NIÑO JESUS DE PRAGA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;INSTITUCION EDUCATIVA INICIAL N°14 DIVINA NIÑA MARIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;INSTITUCION EDUCATIVA PARROQUIAL SAN LUCAS;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;CHACLACAYO;INSTITUCION EDUCATIVA PUBLICA COLEGIO MAYOR SECUNDARIO PRESIDENTE DEL PERU-COAR LIMA ;20546369383
Poder Ejecutivo;Educación;CUSCO;CUSCO;CUSCO;INSTITUTO NACIONAL DE CULTURA CUSCO ;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;INSTITUTO PERUANO DEL DEPORTE ;20135897044
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;INSTUCION EDUCATIVA PARROQUIAL SAN ANTONIO DE PADUA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;ISABEL LA CATOLICA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;JESUS REDENTOR;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;JESUS REDENTOR;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;JOSE MARTI N° 1124;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;JOSE SANTOS CHOCANO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;MARIANO MELGAR-SECUNDARIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;MICAELA BASTIDAS;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;SAN BORJA;MINISTERIO DE EDUCACION ;20131370998
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;Nª 09 SANTA LUCIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;N° 001 CORAZON DE MARIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;N° 0094 SANTA MARIA DE MARANGA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;N° 1001 JOSE JIMENEZ BORJA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;N° 1019 CHAVIN;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;N° 1028 REPUBLICA ARGENTINA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;N° 1032 REPUBLICA DEL BRASIL;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;N° 1037 RAMON ESPINOSA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;N° 104 VIRGEN DE LA PUERTA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;N° 1051 EL OLIVAR;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;N° 111 SAN JOSE DE ARTESANOS;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;N° 1123 SAGRADO CORAZON DE JESUS;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;N° 1149 SAGRADO CORAZON DE JESUS;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;N°1030 REPUBLICA DE BOLIVIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;N°1073 HERMANN BUSE DE LA GUERRA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;Nº 0005 ROSA DE SANTA MARIA PRIMARIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;Nº 0011 MADRE LORETO GABARRE;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;Nº 03 INMACULADA CONCEPCIÒN;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;Nº 098  ;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;Nº 1087 GRAL. ROQUE SAENZ PEÑA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;Nº 1110 REPUBLICA DE PANAMA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;Nº 1147-ANDRES ROSALES VALENCIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;Nº 18;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;NUESTRA SEÑORA DE GUADALUPE;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;NUESTRA SEÑORA DE MONTSERRAT-MUJERES;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;OSCAR MIRO QUESADA DE LA GUERRA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;PEDRO ADOLFO LABARTHE EFFIO;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;PEDRO GALVEZ EGUSQUIZA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;PNP TUPAC AMARU;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;PRITE MARIA MONTESSORI;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;SAN BORJA;PROGRAMA NACIONAL DE ALFABETIZACION ;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LINCE;PROGRAMA NACIONAL DE BECAS Y CREDITO EDUCATIVO ;20546798152
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA ;20514347221
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;PROYECTO ESPECIAL DE INVERSION PUBLICA - ESCUELA BICENTENARIO ;20606567694
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;REPUBLICA DE CHILE;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;ROMULO ADRIAN CORDOVA HUAMAN;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;ROSA DE SANTA MARIA;No identificado
Poder Ejecutivo;Educación;LIMA;LIMA;LIMA;ROSA DOMINGA PEREZ LIENDO;No identificado
